AE_CODE,DT_DEBUT,NS_ETAB_ID,DGSP_CODE,DT_FIN,CP_LOC_COM_IMPL,NOM_ETAB,TELEPHONE_ETAB,PROV_ETAB,DGSP_OBJ_ID,URL_ETAB,FOR_OBJ_ID,NUMERO_FASE_ETAB,AE_NOM,ADRS_IMPL,_version_,TE_INTITULE,RESEAU,id,CO_ANNEE_ETUDES,NS_SA_ID
1 D2 3 G,2014-09-01,2027,1 D2 G,9999-12-31,4000 - LIEGE - LIEGE,ATHENEE ROYAL FRAGNEE,04-229 67 50,LIEGE,49,,39,2027,Type 1 deuxième degré troisième général transition,Rue de Fragnée 73 ,"1,73303307857035E+018",LANGUE MODERNE II ANGLAIS,WBE,1551,1 D2 3 G,1551
1 D2 3 P,2014-09-01,2038,1 D2 P,9999-12-31,4000 - LIEGE - LIEGE,"LYCEE TECHNIQUE PROVINCIAL ""JEAN BOETS""",04-230 68 00,LIEGE,50,,42,2038,Type 1 deuxième degré troisième professionnel qualification,Rue Hullos 52 ,"1,73303307857874E+018",SERVICES SOCIAUX,Subventionné provincial,186703,1 D2 3 P,186703
1 D2 3 P,2014-09-01,2040,1 D2 P,9999-12-31,4000 - LIEGE - LIEGE,CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE,04-226 37 64,LIEGE,50,,42,2040,Type 1 deuxième degré troisième professionnel qualification,Rue Sainte-Marguerite 114 ,"1,73303307858503E+018",HORTICULTURE ET MAINTENANCE DE MATERIEL,Subventionné communal,186662,1 D2 3 P,186662
1 D2 3 TQ,2014-09-01,2043,1 D2 TQ,9999-12-31,4000 - LIEGE - LIEGE,Institut Saint-Jean Berchmans,04-229 78 90,LIEGE,51,,40,2043,Type 1 deuxième degré troisième technique qualification,Rue des Wallons 59 ,"1,73303307865634E+018",GESTION,Libre confessionnel,186933,1 D2 3 TQ,186933
1 D2 3 G,2014-09-01,2044,1 D2 G,9999-12-31,4020 - LIEGE - JUPILLE-SUR-MEUSE,ATHENEE ROYAL LIEGE ATLAS,04-227 27 56,LIEGE,49,,39,2044,Type 1 deuxième degré troisième général transition,Rue de Bois de Breux 275 ,"1,73303307866682E+018",LANGUE MODERNE II ALLEMAND,WBE,87,1 D2 3 G,87
1 D2 3 G,2014-09-01,2101,1 D2 G,9999-12-31,4460 - GRACE-HOLLOGNE - HOLLOGNE-AUX-PIERRES,ATHENEE ROYAL PAUL BRUSSON,04-263 73 63,LIEGE,49,,39,2101,Type 1 deuxième degré troisième général transition,Rue Vinâve  ,"1,7330330786794E+018",LANGUE MODERNE II ANGLAIS,WBE,3494,1 D2 3 G,3494
1 D2 3 G,2014-09-01,2123,1 D2 G,9999-12-31,4100 - SERAING - SERAING,"ATHENEE ROYAL ""AIR PUR""",04-330 32 30,LIEGE,49,,39,2123,Type 1 deuxième degré troisième général transition,Rue des Nations-Unies 1 ,"1,73303307868884E+018",LANGUE MODERNE II ALLEMAND,WBE,3528,1 D2 3 G,3528
1 D2 3 G,2014-09-01,2124,1 D2 G,9999-12-31,4100 - SERAING - SERAING,ATHENEE ROYAL LUCIE DEJARDIN,04-337 21 02,LIEGE,49,,39,2124,Type 1 deuxième degré troisième général transition,Rue de l'Industrie 127 ,"1,73303307869304E+018",LANGUE MODERNE II ANGLAIS,WBE,3558,1 D2 3 G,3558
1 D2 3 G,2014-09-01,2125,1 D2 G,9999-12-31,4100 - SERAING - SERAING,COLLEGE SAINT-MARTIN - I.S.M. PAIRAY,04-337 04 96,LIEGE,49,,39,2125,Type 1 deuxième degré troisième général transition,Rue du Chêne 347 ,"1,73303307870038E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,187158,1 D2 3 G,187158
1 D2 3 P,2014-09-01,2128,1 D2 P,9999-12-31,4100 - SERAING - SERAING,ECOLE POLYTECHNIQUE DE SERAING - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,04-330 72 21,LIEGE,50,,42,2128,Type 1 deuxième degré troisième professionnel qualification,Rue de Colard Trouillet 48 ,"1,7330330787182E+018",ELECTRICITE,Subventionné provincial,187023,1 D2 3 P,187023
1 D2 3 P,2014-09-01,2129,1 D2 P,9999-12-31,4100 - SERAING - SERAING,INSTITUT SAINTE-MARIE,04-337 04 43,LIEGE,50,,42,2129,Type 1 deuxième degré troisième professionnel qualification,Rue Cockerill 148 ,"1,73303307872869E+018",MECANIQUE POLYVALENTE,Libre confessionnel,187074,1 D2 3 P,187074
1 D2 3 P,2014-09-01,2133,1 D2 P,9999-12-31,4101 - SERAING - JEMEPPE-SUR-MEUSE,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE SERAING,04-237 93 46,LIEGE,50,,42,2133,Type 1 deuxième degré troisième professionnel qualification,Quai des Carmes 43 ,"1,73303307874966E+018",CUISINE ET SALLE,Subventionné provincial,187123,1 D2 3 P,187123
1 D2 3 G,2014-09-01,2159,1 D2 G,9999-12-31,4630 - SOUMAGNE - SOUMAGNE,ATHENEE ROYAL SOUMAGNE,04-377 10 00,LIEGE,49,,39,2159,Type 1 deuxième degré troisième général transition,Rue Jean Jaurès 103 A ,"1,7330330787591E+018",LANGUE MODERNE II ALLEMAND,WBE,207,1 D2 3 G,207
R D3 7B P,2015-09-01,2174,R D3 P,2021-08-31,4690 - BASSENGE - GLONS,ATHENEE ROYAL VISE,04-379 96 60,LIEGE,60,,42,2174,C.E.F.A. troisième degré septième professionnel qualification,Rue Saint-Laurent 45 ,"1,73303307878217E+018",CHEF DE CUISINE DE COLLECTIVITE,WBE,3612,R D3 7B P,3612
1 D2 3 G,2014-09-01,2176,1 D2 G,9999-12-31,4600 - VISE - VISE,Collège Saint-Hadelin,04-379 15 39,LIEGE,49,,39,2176,Type 1 deuxième degré troisième général transition,Rue Saint-Hadelin 15 ,"1,73303307879894E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,187293,1 D2 3 G,187293
R D3 7B P,2015-09-01,2177,R D3 P,9999-12-31,4600 - VISE - VISE,INSTITUT SACRE-COEUR ET SAINT-JOSEPH,04-379 24 05,LIEGE,60,,42,2177,C.E.F.A. troisième degré septième professionnel qualification,Rue de la Trairie 27 ,"1,73303307880314E+018",COMPLEMENT EN MAINTENANCE D'EQUIPEMENTS TECHNIQUES,Libre confessionnel,187198,R D3 7B P,187198
1 D2 3 G,2014-09-01,2215,1 D2 G,9999-12-31,4400 - FLEMALLE - FLEMALLE,ATHENEE PROVINCIAL DE FLEMALLE GUY LANG,04-234 93 00,LIEGE,49,,39,2215,Type 1 deuxième degré troisième général transition,Grand'Route 317 ,"1,73303307881362E+018",LANGUE MODERNE I ALLEMAND,Subventionné provincial,185994,1 D2 3 G,185994
1 D2 3 G,2014-09-01,2246,1 D2 G,9999-12-31,4650 - HERVE - HERVE,COLLEGE ROYAL MARIE-THERESE,087-67 41 37,LIEGE,49,,39,2246,Type 1 deuxième degré troisième général transition,Rue de Charneux 36 ,"1,73303307881887E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,187375,1 D2 3 G,187375
1 D2 3 P,2014-09-01,2248,1 D2 P,9999-12-31,4650 - HERVE - HERVE,INSTITUT DE LA PROVIDENCE,087-67 59 02,LIEGE,50,,42,2248,Type 1 deuxième degré troisième professionnel qualification,Avenue Reine Astrid 2A ,"1,73303307882096E+018",ELECTRICITE,Libre confessionnel,187334,1 D2 3 P,187334
1 D2 3 G,2014-09-01,2272,1 D2 G,9999-12-31,4960 - MALMEDY - MALMEDY,ATHENEE ROYAL ARDENNE - HAUTES FAGNES,080-79 11 22,LIEGE,49,,39,2272,Type 1 deuxième degré troisième général transition,Route de Falize 21 ,"1,73303307882725E+018",LANGUE MODERNE II ANGLAIS,WBE,3654,1 D2 3 G,3654
1 D2 3 P,2014-09-01,2273,1 D2 P,9999-12-31,4960 - MALMEDY - MALMEDY,INSTITUT NOTRE-DAME,080-79 15 15,LIEGE,50,,42,2273,Type 1 deuxième degré troisième professionnel qualification,Rue Derrière la Gare 12 ,"1,7330330788325E+018",MECANIQUE POLYVALENTE,Libre confessionnel,187439,1 D2 3 P,187439
R D2 3 P,2014-09-01,2284,R D2 P,9999-12-31,4900 - SPA - SPA,ATHENEE ROYAL ET ECOLE D'HOTELLERIE DE SPA,087-79 54 80,LIEGE,53,,42,2284,C.E.F.A. deuxième degré troisième professionnel qualification,Rue des Capucins 8 ,"1,73303307883564E+018",CUISINE ET SALLE,WBE,3678,R D2 3 P,3678
1 D2 3 G,2014-09-01,2293,1 D2 G,9999-12-31,4970 - STAVELOT - STAVELOT,COLLEGE SAINT-REMACLE,080-89 20 61,LIEGE,49,,39,2293,Type 1 deuxième degré troisième général transition,Avenue Ferdinand Nicolay 35 ,"1,73303307884403E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,187463,1 D2 3 G,187463
1 D2 3 P,2014-09-01,2308,1 D2 P,9999-12-31,4900 - SPA - SPA,INSTITUT SAINT-ROCH 2e ET 3e DEGRES,087-54 13 33,LIEGE,50,,42,2308,Type 1 deuxième degré troisième professionnel qualification,Rue Albin Body 26 ,"1,73303307884718E+018",SERVICES SOCIAUX,Libre confessionnel,187487,1 D2 3 P,187487
1 D2 3 P,2014-09-01,2310,1 D2 P,9999-12-31,4910 - THEUX - LA REID,INSTITUT PROVINCIAL D'ENSEIGNEMENT AGRONOMIQUE,087-21 05 10,LIEGE,50,,42,2310,Type 1 deuxième degré troisième professionnel qualification,RUE DU CANADA 157 ,"1,73303307885452E+018",AGRICULTURE ET MAINTENANCE DE MATERIEL,Subventionné provincial,187397,1 D2 3 P,187397
1 D2 3 G,2014-09-01,2334,1 D2 G,9999-12-31,4800 - VERVIERS - VERVIERS,ATHENEE ROYAL THIL LORRAIN VERVIERS I,087-30 79 30,LIEGE,49,,39,2334,Type 1 deuxième degré troisième général transition,Rue Thil Lorrain 1-3 ,"1,73303307887234E+018",LANGUE MODERNE II ALLEMAND,WBE,703,1 D2 3 G,703
1 D2 3 G,2014-09-01,2335,1 D2 G,9999-12-31,4802 - VERVIERS - HEUSY,INSTITUT NOTRE-DAME,087-29 10 70,LIEGE,49,,39,2335,Type 1 deuxième degré troisième général transition,Avenue Jean Tasté 38 ,"1,73303307887549E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,187652,1 D2 3 G,187652
1 D2 3 G,2014-09-01,2337,1 D2 G,9999-12-31,4800 - VERVIERS - VERVIERS,CENTRE SCOLAIRE SAINT-FRANCOIS-XAVIER,087-39 39 39,LIEGE,49,,39,2337,Type 1 deuxième degré troisième général transition,Rue de Rome 18 ,"1,73303307888493E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,187695,1 D2 3 G,187695
1 D2 3 P,2014-09-01,2339,1 D2 P,9999-12-31,4800 - VERVIERS - VERVIERS,ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,04-279 70 70,LIEGE,50,,42,2339,Type 1 deuxième degré troisième professionnel qualification,Rue de Mangombroux 153 ,"1,73303307888702E+018",MECANIQUE GARAGE,Subventionné provincial,187560,1 D2 3 P,187560
1 D2 3 P,2014-09-01,2344,1 D2 P,9999-12-31,4800 - VERVIERS - VERVIERS,INSTITUT D'ENSEIGNEMENT TECHNIQUE DON BOSCO,087-33 20 08,LIEGE,50,,42,2344,Type 1 deuxième degré troisième professionnel qualification,Rue des Alliés 70 ,"1,73303307891114E+018",MECANIQUE POLYVALENTE,Libre confessionnel,187516,1 D2 3 P,187516
1 D2 3 G,2014-09-01,2347,1 D2 G,9999-12-31,4800 - VERVIERS - VERVIERS,INSTITUT SAINT-FRANCOIS-XAVIER,087-29 39 99,LIEGE,49,,39,2347,Type 1 deuxième degré troisième général transition,Rue de Francorchamps 12 ,"1,73303307891743E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,187718,1 D2 3 G,187718
1 D2 3 G,2014-09-01,2354,1 D2 G,9999-12-31,4800 - VERVIERS - VERVIERS,ATHENEE ROYAL VERDI,087-32 43 60,LIEGE,49,,39,2354,Type 1 deuxième degré troisième général transition,Rue des Wallons 57 ,"1,73303307892372E+018",LANGUE MODERNE II ANGLAIS,WBE,2611,1 D2 3 G,2611
1 D2 3 P,2014-09-01,2355,1 D2 P,9999-12-31,4800 - VERVIERS - VERVIERS,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE VERVIERS,04 279 47 73,LIEGE,50,,42,2355,Type 1 deuxième degré troisième professionnel qualification,Rue Peltzer de Clermont 104 ,"1,7330330789426E+018",VENTE,Subventionné provincial,187618,1 D2 3 P,187618
R D3 5 P,2014-09-01,2356,R D3 P,9999-12-31,4800 - VERVIERS - VERVIERS,INSTITUT SAINTE-CLAIRE,087-31 32 64,LIEGE,60,,42,2356,C.E.F.A. troisième degré cinquième professionnel qualification,Rue Sècheval 32 ,"1,73303307894994E+018",VENDEUR/VENDEUSE,Libre confessionnel,187788,R D3 5 P,187788
1 D2 3 G,2014-09-01,2361,1 D2 G,9999-12-31,4950 - WAIMES - WAIMES,ATHENEE ROYAL WAIMES,080-67 95 64,LIEGE,49,,39,2361,Type 1 deuxième degré troisième général transition,Rue des Hêtres 2A ,"1,73303307896671E+018",LANGUE MODERNE II ALLEMAND,WBE,3719,1 D2 3 G,3719
1 D2 3 G,2014-09-01,2365,1 D2 G,9999-12-31,4840 - WELKENRAEDT - WELKENRAEDT,ATHENEE ROYAL DE WELKENRAEDT,087-88 02 30,LIEGE,49,,39,2365,Type 1 deuxième degré troisième général transition,Rue Gérard Delvoye 2 ,"1,73303307897405E+018",LANGUE MODERNE II ALLEMAND,WBE,3759,1 D2 3 G,3759
1 D2 3 G,2014-09-01,2366,1 D2 G,9999-12-31,4840 - WELKENRAEDT - WELKENRAEDT,INSTITUT SAINT-JOSEPH,087-88 00 39,LIEGE,49,,39,2366,Type 1 deuxième degré troisième général transition,Rue de l'Eglise 33 ,"1,7330330789793E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,187825,1 D2 3 G,187825
R D3 5 P,2014-09-01,2371,R D3 P,9999-12-31,4980 - TROIS-PONTS - TROIS-PONTS,INSTITUT SAINT-JOSEPH,080-68 40 69,LIEGE,60,,42,2371,C.E.F.A. troisième degré cinquième professionnel qualification,Avenue de la Salm 17 ,"1,73303307898244E+018",VENDEUR/VENDEUSE,Libre confessionnel,67896,R D3 5 P,67896
1 D2 3 G,2014-09-01,2377,1 D2 G,9999-12-31,4851 - PLOMBIERES - GEMMENICH,COLLEGE NOTRE-DAME,087-78 52 97,LIEGE,49,,39,2377,Type 1 deuxième degré troisième général transition,Rue de Moresnet 157 ,"1,73303307898664E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,187313,1 D2 3 G,187313
1 D2 3 G,2014-09-01,2396,1 D2 G,9999-12-31,4280 - HANNUT - HANNUT,COLLEGE SAINTE-CROIX ET NOTRE-DAME,019-51 94 50,LIEGE,49,,39,2396,Type 1 deuxième degré troisième général transition,Rue de Crehen 1 ,"1,73303307898978E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,187881,1 D2 3 G,187881
1 D2 3 G,2014-09-01,2401,1 D2 G,9999-12-31,4280 - HANNUT - HANNUT,ATHENEE ROYAL HANNUT,019-63 03 40,LIEGE,49,,39,2401,Type 1 deuxième degré troisième général transition,Rue de Tirlemont 22 ,"1,73303307899503E+018",LANGUE MODERNE II ANGLAIS,WBE,1044,1 D2 3 G,1044
1 D2 3 G,2014-09-01,2415,1 D2 G,9999-12-31,4300 - WAREMME - WAREMME,ATHENEE ROYAL WAREMME,019-32 26 06,LIEGE,49,,39,2415,Type 1 deuxième degré troisième général transition,Rue Gustave Renier 1 ,"1,73303307900237E+018",LANGUE MODERNE II ANGLAIS,WBE,1718,1 D2 3 G,1718
1 D2 3 G,2014-09-01,2416,1 D2 G,9999-12-31,4300 - WAREMME - WAREMME,COLLEGE SAINT-LOUIS,019-32 24 84,LIEGE,49,,39,2416,Type 1 deuxième degré troisième général transition,Avenue du Prince Régent 30 ,"1,73303307900446E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,187955,1 D2 3 G,187955
R D3 5 P,2014-09-01,2417,R D3 P,9999-12-31,4300 - WAREMME - WAREMME,INSTITUT SAINT-LOUIS,019-32 24 84,LIEGE,60,,42,2417,C.E.F.A. troisième degré cinquième professionnel qualification,Avenue du Prince Régent 30 ,"1,73303307900761E+018",VENDEUR/VENDEUSE,Libre confessionnel,185862,R D3 5 P,185862
1 D2 3 P,2014-09-01,2419,1 D2 P,9999-12-31,4367 - CRISNEE - FIZE-LE-MARSAL,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HESBAYE,04-279 66 00,LIEGE,50,,42,2419,Type 1 deuxième degré troisième professionnel qualification,Rue Jean Stassart 21A ,"1,73303307901495E+018",COIFFURE,Subventionné provincial,187920,1 D2 3 P,187920
1 D2 3 G,2014-09-01,2460,1 D2 G,9999-12-31,6700 - ARLON - ARLON,ATHENEE ROYAL ARLON,063-24 50 20,LUXEMBOURG,49,,39,2460,Type 1 deuxième degré troisième général transition,Rue de Sesselich 83 ,"1,73303307903173E+018",EDUCATION TECHNIQUE ET TECHNOLOGIQUE,WBE,142,1 D2 3 G,142
1 D2 3 G,2014-09-01,2461,1 D2 G,9999-12-31,6700 - ARLON - ARLON,Institut Notre-Dame - 2e et 3e degrés,063-24 52 10,LUXEMBOURG,49,,39,2461,Type 1 deuxième degré troisième général transition,Rue Joseph Netzer 21 ,"1,73303307903802E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,188024,1 D2 3 G,188024
1 D2 3 G,2014-09-01,2462,1 D2 G,9999-12-31,6700 - ARLON - ARLON,INSTITUT SAINTE-MARIE - ENSEIGNEMENT SECONDAIRE,063-43 01 73,LUXEMBOURG,49,,39,2462,Type 1 deuxième degré troisième général transition,Rue de Bastogne 33 ,"1,73303307905584E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,187977,1 D2 3 G,187977
1 D2 3 P,2014-09-01,2465,1 D2 P,9999-12-31,6791 - AUBANGE - ATHUS,INSTITUT CARDIJN LORRAINE - ENSEIGNEMENT TECHNIQUE ET PROFESSIONNEL,063-24 28 50,LUXEMBOURG,50,,42,2465,Type 1 deuxième degré troisième professionnel qualification,Rue Neuve 20 ,"1,73303307906423E+018",ELECTRICITE,Libre confessionnel,188085,1 D2 3 P,188085
R D2 3 P,2014-09-01,2467,R D2 P,9999-12-31,6700 - ARLON - ARLON,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE ETIENNE LENOIR,063-23 02 20,LUXEMBOURG,53,,42,2467,C.E.F.A. deuxième degré troisième professionnel qualification,Chemin de Weyler 2 ,"1,73303307909674E+018",CUISINE ET SALLE,WBE,4032,R D2 3 P,4032
1 D2 3 G,2014-09-01,2487,1 D2 G,9999-12-31,6791 - AUBANGE - ATHUS,INSTITUT CARDIJN LORRAINE - ENSEIGNEMENT GENERAL,063-38 12 20,LUXEMBOURG,49,,39,2487,Type 1 deuxième degré troisième général transition,Rue Neuve 20 ,"1,73303307910617E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,188145,1 D2 3 G,188145
1 D2 3 G,2014-09-01,2490,1 D2 G,9999-12-31,6791 - AUBANGE - ATHUS,ATHENEE ROYAL ATHUS,063-38 02 70,LUXEMBOURG,49,,39,2490,Type 1 deuxième degré troisième général transition,Rue Neuve 32 ,"1,73303307911561E+018",LANGUE MODERNE II ALLEMAND,WBE,3833,1 D2 3 G,3833
R D2 3 P,2014-09-01,2506,R D2 P,9999-12-31,6660 - HOUFFALIZE - HOUFFALIZE,ATHENEE ROYAL DE BASTOGNE - HOUFFALIZE,061-68 02 04,LUXEMBOURG,53,,42,2506,C.E.F.A. deuxième degré troisième professionnel qualification,Rue du Stoqueux 2 ,"1,73303307911981E+018",CUISINE ET SALLE,WBE,1102,R D2 3 P,1102
1 D2 3 G,2014-09-01,2508,1 D2 G,9999-12-31,6600 - BASTOGNE - BASTOGNE,INSTITUT NOTRE-DAME SEMINAIRE 2e et 3e DEGRES,061-24 06 30,LUXEMBOURG,49,,39,2508,Type 1 deuxième degré troisième général transition,Rue Piconrue 6 ,"1,73303307914392E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,188231,1 D2 3 G,188231
1 D2 3 P,2014-09-01,2509,1 D2 P,9999-12-31,6600 - BASTOGNE - BASTOGNE,INSTITUT COMMUNAL D'ENSEIGNEMENT TECHNIQUE,061-21 14 44,LUXEMBOURG,50,,42,2509,Type 1 deuxième degré troisième professionnel qualification,Rue des Remparts 57 ,"1,7330330791628E+018",MECANIQUE POLYVALENTE,Subventionné communal,188201,1 D2 3 P,188201
1 D2 3 G,2014-09-01,2541,1 D2 G,9999-12-31,6690 - VIELSALM - VIELSALM,INSTITUT DU SACRE-COEUR,080-21 62 08,LUXEMBOURG,49,,39,2541,Type 1 deuxième degré troisième général transition,Rue des Chars-à-Boeufs 12 ,"1,73303307916594E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,188394,1 D2 3 G,188394
1 D2 3 G,2014-09-01,2544,1 D2 G,9999-12-31,6690 - VIELSALM - VIELSALM,ATHENEE ROYAL VIELSALM - MANHAY,080-29 26 70,LUXEMBOURG,49,,39,2544,Type 1 deuxième degré troisième général transition,Rue Chasseurs Ardennais 1 ,"1,73303307917014E+018",LANGUE MODERNE II ALLEMAND,WBE,3874,1 D2 3 G,3874
1 D2 3 G,2014-09-01,2563,1 D2 G,9999-12-31,6940 - DURBUY - BARVAUX-SUR-OURTHE,INSTITUT DU SACRE-COEUR,086-21 11 01,LUXEMBOURG,49,,39,2563,Type 1 deuxième degré troisième général transition,Rue du Marais  ,"1,73303307919111E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,188419,1 D2 3 G,188419
1 D2 3 G,2014-09-01,2586,1 D2 G,9999-12-31,6980 - LA ROCHE-EN-ARDENNE - LA ROCHE-EN-ARDENNE,ATHENEE ROYAL DE LA ROCHE-EN-ARDENNE,084-41 12 62,LUXEMBOURG,49,,39,2586,Type 1 deuxième degré troisième général transition,Rue des Evêts 4 ,"1,73303307919635E+018",LANGUE MODERNE II ANGLAIS,WBE,1815,1 D2 3 G,1815
1 D2 3 G,2014-09-01,2587,1 D2 G,9999-12-31,6980 - LA ROCHE-EN-ARDENNE - LA ROCHE-EN-ARDENNE,Institut Saint-Joseph - Sacré-Coeur,084-41 14 02,LUXEMBOURG,49,,39,2587,Type 1 deuxième degré troisième général transition,Vieille route de Beausaint 22 ,"1,73303307920264E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,188439,1 D2 3 G,188439
1 D2 3 G,2014-09-01,2593,1 D2 G,9999-12-31,6941 - DURBUY - BOMAL-SUR-OURTHE,ATHENEE ROYAL MARCHE-BOMAL,084-32 04 60,LUXEMBOURG,49,,39,2593,Type 1 deuxième degré troisième général transition,Rue du Nofiot 1 ,"1,73303307920894E+018",LANGUE MODERNE II ANGLAIS,WBE,760,1 D2 3 G,760
1 D2 3 P,2014-09-01,2596,1 D2 P,9999-12-31,6900 - MARCHE-EN-FAMENNE - MARCHE-EN-FAMENNE,INSTITUT SAINT-ROCH,084-32 01 50,LUXEMBOURG,50,,42,2596,Type 1 deuxième degré troisième professionnel qualification,Rue Américaine 28 ,"1,73303307922991E+018",ELECTRICITE,Libre confessionnel,188464,1 D2 3 P,188464
1 D2 3 G,2014-09-01,2600,1 D2 G,9999-12-31,6900 - MARCHE-EN-FAMENNE - MARCHE-EN-FAMENNE,INSTITUT SAINT-LAURENT,084-32 01 80,LUXEMBOURG,49,,39,2600,Type 1 deuxième degré troisième général transition,Rue Américaine 28 ,"1,73303307924983E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,188518,1 D2 3 G,188518
1 D2 3 G,2014-09-01,2626,1 D2 G,9999-12-31,6880 - BERTRIX - BERTRIX,INSTITUT NOTRE-DAME,061-41 00 10,LUXEMBOURG,49,,39,2626,Type 1 deuxième degré troisième général transition,Rue de Burhaimont 11 ,"1,73303307925507E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,188555,1 D2 3 G,188555
1 D2 3 G,2014-09-01,2636,1 D2 G,9999-12-31,6830 - BOUILLON - BOUILLON,ATHENEE ROYAL DE BOUILLON - PALISEUL,061-46 72 92,LUXEMBOURG,49,,39,2636,Type 1 deuxième degré troisième général transition,Rue du Collège 35 ,"1,73303307926032E+018",LANGUE MODERNE II ANGLAIS,WBE,1188,1 D2 3 G,1188
1 D2 3 G,2014-09-01,2637,1 D2 G,9999-12-31,6830 - BOUILLON - BOUILLON,INSTITUT SAINTE-MARIE,061-46 63 79,LUXEMBOURG,49,,39,2637,Type 1 deuxième degré troisième général transition,Rue Georges Lorand 3 ,"1,7330330792687E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,188588,1 D2 3 G,188588
1 D2 3 G,2014-09-01,2665,1 D2 G,9999-12-31,6880 - BERTRIX - BERTRIX,ATHENEE ROYAL DE NEUFCHATEAU - BERTRIX,061-27 72 02,LUXEMBOURG,49,,39,2665,Type 1 deuxième degré troisième général transition,Rue du Gibet 50 ,"1,7330330792708E+018",LANGUE MODERNE II ANGLAIS,WBE,260,1 D2 3 G,260
1 D2 3 G,2014-09-01,2667,1 D2 G,9999-12-31,6840 - NEUFCHATEAU - NEUFCHATEAU,INSTITUT SAINT-MICHEL,061-27 71 64,LUXEMBOURG,49,,39,2667,Type 1 deuxième degré troisième général transition,Place du Château 3 ,"1,73303307928129E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,188651,1 D2 3 G,188651
1 D2 3 G,2014-09-01,2680,1 D2 G,9999-12-31,6850 - PALISEUL - CARLSBOURG,INSTITUT SAINT-JOSEPH,061-53 01 00,LUXEMBOURG,49,,39,2680,Type 1 deuxième degré troisième général transition,Avenue Arthur Tagnon 1 ,"1,73303307928548E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,188615,1 D2 3 G,188615
1 D2 3 G,2014-09-01,2693,1 D2 G,9999-12-31,6927 - TELLIN - BURE,COLLEGE D'ALZON,084-36 02 80,LUXEMBOURG,49,,39,2693,Type 1 deuxième degré troisième général transition,Rue de Han 1 ,"1,73303307928968E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,188169,1 D2 3 G,188169
1 D2 3 P,2014-09-01,2710,1 D2 P,9999-12-31,6800 - LIBRAMONT-CHEVIGNY - LIBRAMONT,INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE BERTRIX,061-23 06 50,LUXEMBOURG,50,,42,2710,Type 1 deuxième degré troisième professionnel qualification,Rue de Bonance 11 ,"1,73303307929282E+018",MECANIQUE POLYVALENTE,Libre confessionnel,188295,1 D2 3 P,188295
R D2 3 P,2014-09-01,2712,R D2 P,9999-12-31,6800 - LIBRAMONT-CHEVIGNY - LIBRAMONT,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE CENTRE ARDENNE,061-23 05 00,LUXEMBOURG,53,,42,2712,C.E.F.A. deuxième degré troisième professionnel qualification,Rue du Pressoir 8 ,"1,73303307930331E+018",CUISINE ET SALLE,WBE,6,R D2 3 P,6
1 D2 3 G,2014-09-01,2721,1 D2 G,9999-12-31,6810 - CHINY - IZEL,ATHENEE ROYAL GERMAIN ET GILBERT GILSON,061-31 24 55,LUXEMBOURG,49,,39,2721,Type 1 deuxième degré troisième général transition,Rue de l'Institut 47 ,"1,73303307932638E+018",LANGUE MODERNE II ALLEMAND,WBE,3930,1 D2 3 G,3930
