AE_CODE,DT_DEBUT,ADRS_ETAB,NS_ETAB_ID,DGSP_CODE,DT_FIN,NOM_ETAB,TELEPHONE_ETAB,PROV_ETAB,DGSP_OBJ_ID,URL_ETAB,FOR_OBJ_ID,NUMERO_FASE_ETAB,AE_NOM,_version_,TE_INTITULE,RESEAU,CP_LOC_COM_ETAB,id,CO_ANNEE_ETUDES,NS_SA_ID
1 D2 3 G,2014-09-01,Rue de Fragnée 73 ,2027,1 D2 G,9999-12-31,ATHENEE ROYAL FRAGNEE,04-229 67 50,LIEGE,49,,39,2027,Type 1 deuxième degré troisième général transition,"1,73316666885669E+018",LANGUE MODERNE II ANGLAIS,WBE,4000 - LIEGE - LIEGE,1551,1 D2 3 G,1551
1 D2 3 P,2014-09-01,Rue Hullos 52 ,2038,1 D2 P,9999-12-31,"LYCEE TECHNIQUE PROVINCIAL ""JEAN BOETS""",04-230 68 00,LIEGE,50,,42,2038,Type 1 deuxième degré troisième professionnel qualification,"1,73316666886298E+018",SERVICES SOCIAUX,Subventionné provincial,4000 - LIEGE - LIEGE,186703,1 D2 3 P,186703
1 D2 3 P,2014-09-01,Rue de l'Espérance 62 ,2040,1 D2 P,9999-12-31,CENTRE D'ENSEIGNEMENT SECONDAIRE LEONARD DEFRANCE,04-226 37 64,LIEGE,50,,42,2040,Type 1 deuxième degré troisième professionnel qualification,"1,73316666886508E+018",HORTICULTURE ET MAINTENANCE DE MATERIEL,Subventionné communal,4000 - LIEGE - LIEGE,186662,1 D2 3 P,186662
1 D2 3 TQ,2014-09-01,Rue des Wallons 59 ,2043,1 D2 TQ,9999-12-31,Institut Saint-Jean Berchmans,04-229 78 90,LIEGE,51,,40,2043,Type 1 deuxième degré troisième technique qualification,"1,73316666887242E+018",GESTION,Libre confessionnel,4000 - LIEGE - LIEGE,186933,1 D2 3 TQ,186933
1 D2 3 G,2014-09-01,Quai Saint-Léonard 80 ,2044,1 D2 G,9999-12-31,ATHENEE ROYAL LIEGE ATLAS,04-227 27 56,LIEGE,49,,39,2044,Type 1 deuxième degré troisième général transition,"1,73316666887556E+018",LANGUE MODERNE II ALLEMAND,WBE,4000 - LIEGE - LIEGE,87,1 D2 3 G,87
1 D2 3 G,2014-09-01,Rue Félix Bernard 1 ,2101,1 D2 G,9999-12-31,ATHENEE ROYAL PAUL BRUSSON,04-263 73 63,LIEGE,49,,39,2101,Type 1 deuxième degré troisième général transition,"1,73316666888185E+018",LANGUE MODERNE II ANGLAIS,WBE,4420 - SAINT-NICOLAS - MONTEGNEE,3494,1 D2 3 G,3494
1 D2 3 G,2014-09-01,Rue des Nations-Unies 1 ,2123,1 D2 G,9999-12-31,"ATHENEE ROYAL ""AIR PUR""",04-330 32 30,LIEGE,49,,39,2123,Type 1 deuxième degré troisième général transition,"1,7331666688871E+018",LANGUE MODERNE II ALLEMAND,WBE,4100 - SERAING - SERAING,3528,1 D2 3 G,3528
1 D2 3 G,2014-09-01,Rue de l'Industrie 127 ,2124,1 D2 G,9999-12-31,ATHENEE ROYAL LUCIE DEJARDIN,04-337 21 02,LIEGE,49,,39,2124,Type 1 deuxième degré troisième général transition,"1,73316666889129E+018",LANGUE MODERNE II ANGLAIS,WBE,4100 - SERAING - SERAING,3558,1 D2 3 G,3558
1 D2 3 G,2014-09-01,Rue de la Province 101 ,2125,1 D2 G,9999-12-31,COLLEGE SAINT-MARTIN - I.S.M. PAIRAY,04-337 04 96,LIEGE,49,,39,2125,Type 1 deuxième degré troisième général transition,"1,73316666889549E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4100 - SERAING - SERAING,187158,1 D2 3 G,187158
1 D2 3 P,2014-09-01,Rue de Colard Trouillet 48 ,2128,1 D2 P,9999-12-31,ECOLE POLYTECHNIQUE DE SERAING - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,04-330 72 21,LIEGE,50,,42,2128,Type 1 deuxième degré troisième professionnel qualification,"1,73316666890178E+018",ELECTRICITE,Subventionné provincial,4100 - SERAING - SERAING,187023,1 D2 3 P,187023
1 D2 3 P,2014-09-01,Rue Cockerill 148 .,2129,1 D2 P,9999-12-31,INSTITUT SAINTE-MARIE,04-337 04 43,LIEGE,50,,42,2129,Type 1 deuxième degré troisième professionnel qualification,"1,73316666891331E+018",MECANIQUE POLYVALENTE,Libre confessionnel,4100 - SERAING - SERAING,187074,1 D2 3 P,187074
1 D2 3 P,2014-09-01,Quai des Carmes 43 ,2133,1 D2 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE SERAING,04-237 93 46,LIEGE,50,,42,2133,Type 1 deuxième degré troisième professionnel qualification,"1,7331666689196E+018",CUISINE ET SALLE,Subventionné provincial,4101 - SERAING - JEMEPPE-SUR-MEUSE,187123,1 D2 3 P,187123
1 D2 3 G,2014-09-01,Rue des Prairies 30 ,2159,1 D2 G,9999-12-31,ATHENEE ROYAL SOUMAGNE,04-377 10 00,LIEGE,49,,39,2159,Type 1 deuxième degré troisième général transition,"1,73316666892485E+018",LANGUE MODERNE II ALLEMAND,WBE,4630 - SOUMAGNE - SOUMAGNE,207,1 D2 3 G,207
R D3 7B P,2015-09-01,Rue du Gollet 2 ,2174,R D3 P,2021-08-31,ATHENEE ROYAL VISE,04-379 96 60,LIEGE,60,,42,2174,C.E.F.A. troisième degré septième professionnel qualification,"1,73316666893009E+018",CHEF DE CUISINE DE COLLECTIVITE,WBE,4600 - VISE - VISE,3612,R D3 7B P,3612
1 D2 3 G,2014-09-01,Rue Saint-Hadelin 15 ,2176,1 D2 G,9999-12-31,Collège Saint-Hadelin,04-379 15 39,LIEGE,49,,39,2176,Type 1 deuxième degré troisième général transition,"1,73316666893848E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4600 - VISE - VISE,187293,1 D2 3 G,187293
R D3 7B P,2015-09-01,Rue de la Trairie 27 ,2177,R D3 P,9999-12-31,INSTITUT SACRE-COEUR ET SAINT-JOSEPH,04-379 24 05,LIEGE,60,,42,2177,C.E.F.A. troisième degré septième professionnel qualification,"1,73316666894057E+018",COMPLEMENT EN MAINTENANCE D'EQUIPEMENTS TECHNIQUES,Libre confessionnel,4600 - VISE - VISE,187198,R D3 7B P,187198
1 D2 3 G,2014-09-01,Grand'Route 317 ,2215,1 D2 G,9999-12-31,ATHENEE PROVINCIAL DE FLEMALLE GUY LANG,04-234 93 00,LIEGE,49,,39,2215,Type 1 deuxième degré troisième général transition,"1,73316666894687E+018",LANGUE MODERNE I ALLEMAND,Subventionné provincial,4400 - FLEMALLE - FLEMALLE,185994,1 D2 3 G,185994
1 D2 3 G,2014-09-01,Rue de Charneux 36 ,2246,1 D2 G,9999-12-31,COLLEGE ROYAL MARIE-THERESE,087-67 41 37,LIEGE,49,,39,2246,Type 1 deuxième degré troisième général transition,"1,73316666895316E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4650 - HERVE - HERVE,187375,1 D2 3 G,187375
1 D2 3 P,2014-09-01,Avenue Reine Astrid 2A ,2248,1 D2 P,9999-12-31,INSTITUT DE LA PROVIDENCE,087-67 59 02,LIEGE,50,,42,2248,Type 1 deuxième degré troisième professionnel qualification,"1,73316666895525E+018",ELECTRICITE,Libre confessionnel,4650 - HERVE - HERVE,187334,1 D2 3 P,187334
1 D2 3 G,2014-09-01,Route de Falize 21 ,2272,1 D2 G,9999-12-31,ATHENEE ROYAL ARDENNE - HAUTES FAGNES,080-79 11 22,LIEGE,49,,39,2272,Type 1 deuxième degré troisième général transition,"1,7331666689605E+018",LANGUE MODERNE II ANGLAIS,WBE,4960 - MALMEDY - MALMEDY,3654,1 D2 3 G,3654
1 D2 3 P,2014-09-01,Rue Derrière la Gare 12 ,2273,1 D2 P,9999-12-31,INSTITUT NOTRE-DAME,080-79 15 15,LIEGE,50,,42,2273,Type 1 deuxième degré troisième professionnel qualification,"1,73316666896574E+018",MECANIQUE POLYVALENTE,Libre confessionnel,4960 - MALMEDY - MALMEDY,187439,1 D2 3 P,187439
R D2 3 P,2014-09-01,Rue des Capucins 8 ,2284,R D2 P,9999-12-31,ATHENEE ROYAL ET ECOLE D'HOTELLERIE DE SPA,087-79 54 80,LIEGE,53,,42,2284,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666896784E+018",CUISINE ET SALLE,WBE,4900 - SPA - SPA,3678,R D2 3 P,3678
1 D2 3 G,2014-09-01,Avenue Ferdinand Nicolay 35 ,2293,1 D2 G,9999-12-31,COLLEGE SAINT-REMACLE,080-89 20 61,LIEGE,49,,39,2293,Type 1 deuxième degré troisième général transition,"1,73316666897413E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,4970 - STAVELOT - STAVELOT,187463,1 D2 3 G,187463
1 D2 3 P,2014-09-01,Marché 2 ,2308,1 D2 P,9999-12-31,INSTITUT SAINT-ROCH 2e ET 3e DEGRES,087-54 13 33,LIEGE,50,,42,2308,Type 1 deuxième degré troisième professionnel qualification,"1,73316666897623E+018",SERVICES SOCIAUX,Libre confessionnel,4910 - THEUX - THEUX,187487,1 D2 3 P,187487
1 D2 3 P,2014-09-01,Rue Canada 157 ,2310,1 D2 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT AGRONOMIQUE,087-21 05 10,LIEGE,50,,42,2310,Type 1 deuxième degré troisième professionnel qualification,"1,73316666897937E+018",AGRICULTURE ET MAINTENANCE DE MATERIEL,Subventionné provincial,4910 - THEUX - LA REID,187397,1 D2 3 P,187397
1 D2 3 G,2014-09-01,Rue Thil Lorrain 1-3 ,2334,1 D2 G,9999-12-31,ATHENEE ROYAL THIL LORRAIN VERVIERS I,087-30 79 30,LIEGE,49,,39,2334,Type 1 deuxième degré troisième général transition,"1,73316666898566E+018",LANGUE MODERNE II ALLEMAND,WBE,4800 - VERVIERS - VERVIERS,703,1 D2 3 G,703
1 D2 3 G,2014-09-01,Avenue Jean Tasté 38 ,2335,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME,087-29 10 70,LIEGE,49,,39,2335,Type 1 deuxième degré troisième général transition,"1,73316666898776E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,4802 - VERVIERS - HEUSY,187652,1 D2 3 G,187652
1 D2 3 G,2014-09-01,Rue de Rome 18 ,2337,1 D2 G,9999-12-31,CENTRE SCOLAIRE SAINT-FRANCOIS-XAVIER,087-39 39 39,LIEGE,49,,39,2337,Type 1 deuxième degré troisième général transition,"1,73316666899929E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,4800 - VERVIERS - VERVIERS,187695,1 D2 3 G,187695
1 D2 3 P,2014-09-01,Rue aux Laines 69 ,2339,1 D2 P,9999-12-31,ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,04-279 70 70,LIEGE,50,,42,2339,Type 1 deuxième degré troisième professionnel qualification,"1,73316666900139E+018",MECANIQUE GARAGE,Subventionné provincial,4800 - VERVIERS - VERVIERS,187560,1 D2 3 P,187560
1 D2 3 P,2014-09-01,Rue des Alliés 70 ,2344,1 D2 P,9999-12-31,INSTITUT D'ENSEIGNEMENT TECHNIQUE DON BOSCO,087-33 20 08,LIEGE,50,,42,2344,Type 1 deuxième degré troisième professionnel qualification,"1,73316666901398E+018",MECANIQUE POLYVALENTE,Libre confessionnel,4800 - VERVIERS - VERVIERS,187516,1 D2 3 P,187516
1 D2 3 G,2014-09-01,Rue de Francorchamps 12 ,2347,1 D2 G,9999-12-31,INSTITUT SAINT-FRANCOIS-XAVIER,087-29 39 99,LIEGE,49,,39,2347,Type 1 deuxième degré troisième général transition,"1,73316666902027E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4800 - VERVIERS - VERVIERS,187718,1 D2 3 G,187718
1 D2 3 G,2014-09-01,Rue des Wallons 57 ,2354,1 D2 G,9999-12-31,ATHENEE ROYAL VERDI,087-32 43 60,LIEGE,49,,39,2354,Type 1 deuxième degré troisième général transition,"1,73316666902656E+018",LANGUE MODERNE II ANGLAIS,WBE,4800 - VERVIERS - VERVIERS,2611,1 D2 3 G,2611
1 D2 3 P,2014-09-01,Rue Peltzer de Clermont 104 ,2355,1 D2 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE VERVIERS,04 279 47 73,LIEGE,50,,42,2355,Type 1 deuxième degré troisième professionnel qualification,"1,7331666690339E+018",VENTE,Subventionné provincial,4800 - VERVIERS - VERVIERS,187618,1 D2 3 P,187618
R D3 5 P,2014-09-01,Rue Sècheval 32 ,2356,R D3 P,9999-12-31,INSTITUT SAINTE-CLAIRE,087-31 32 64,LIEGE,60,,42,2356,C.E.F.A. troisième degré cinquième professionnel qualification,"1,73316666903809E+018",VENDEUR/VENDEUSE,Libre confessionnel,4800 - VERVIERS - VERVIERS,187788,R D3 5 P,187788
1 D2 3 G,2014-09-01,Rue des Hêtres 2A ,2361,1 D2 G,9999-12-31,ATHENEE ROYAL WAIMES,080-67 95 64,LIEGE,49,,39,2361,Type 1 deuxième degré troisième général transition,"1,73316666904648E+018",LANGUE MODERNE II ALLEMAND,WBE,4950 - WAIMES - WAIMES,3719,1 D2 3 G,3719
1 D2 3 G,2014-09-01,Rue Gérard Delvoye 2 ,2365,1 D2 G,9999-12-31,ATHENEE ROYAL DE WELKENRAEDT,087-88 02 30,LIEGE,49,,39,2365,Type 1 deuxième degré troisième général transition,"1,73316666905172E+018",LANGUE MODERNE II ALLEMAND,WBE,4840 - WELKENRAEDT - WELKENRAEDT,3759,1 D2 3 G,3759
1 D2 3 G,2014-09-01,Rue de l'Eglise 33 ,2366,1 D2 G,9999-12-31,INSTITUT SAINT-JOSEPH,087-88 00 39,LIEGE,49,,39,2366,Type 1 deuxième degré troisième général transition,"1,73316666905697E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,4840 - WELKENRAEDT - WELKENRAEDT,187825,1 D2 3 G,187825
R D3 5 P,2014-09-01,Avenue de la Salm 17 ,2371,R D3 P,9999-12-31,INSTITUT SAINT-JOSEPH,080-68 40 69,LIEGE,60,,42,2371,C.E.F.A. troisième degré cinquième professionnel qualification,"1,73316666906116E+018",VENDEUR/VENDEUSE,Libre confessionnel,4980 - TROIS-PONTS - TROIS-PONTS,67896,R D3 5 P,67896
1 D2 3 G,2014-09-01,Rue de Moresnet 157 ,2377,1 D2 G,9999-12-31,COLLEGE NOTRE-DAME,087-78 52 97,LIEGE,49,,39,2377,Type 1 deuxième degré troisième général transition,"1,73316666906536E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,4851 - PLOMBIERES - GEMMENICH,187313,1 D2 3 G,187313
1 D2 3 G,2014-09-01,Rue de Crehen 1 ,2396,1 D2 G,9999-12-31,COLLEGE SAINTE-CROIX ET NOTRE-DAME,019-51 94 50,LIEGE,49,,39,2396,Type 1 deuxième degré troisième général transition,"1,73316666906745E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4280 - HANNUT - HANNUT,187881,1 D2 3 G,187881
1 D2 3 G,2014-09-01,Rue de Tirlemont 22 ,2401,1 D2 G,9999-12-31,ATHENEE ROYAL HANNUT,019-63 03 40,LIEGE,49,,39,2401,Type 1 deuxième degré troisième général transition,"1,7331666690727E+018",LANGUE MODERNE II ANGLAIS,WBE,4280 - HANNUT - HANNUT,1044,1 D2 3 G,1044
1 D2 3 G,2014-09-01,Rue Gustave Renier 1 ,2415,1 D2 G,9999-12-31,ATHENEE ROYAL WAREMME,019-32 26 06,LIEGE,49,,39,2415,Type 1 deuxième degré troisième général transition,"1,73316666907899E+018",LANGUE MODERNE II ANGLAIS,WBE,4300 - WAREMME - WAREMME,1718,1 D2 3 G,1718
1 D2 3 G,2014-09-01,Avenue du Prince Régent 30 ,2416,1 D2 G,9999-12-31,COLLEGE SAINT-LOUIS,019-32 24 84,LIEGE,49,,39,2416,Type 1 deuxième degré troisième général transition,"1,73316666908108E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,4300 - WAREMME - WAREMME,187955,1 D2 3 G,187955
R D3 5 P,2014-09-01,Avenue du Prince Régent 30 ,2417,R D3 P,9999-12-31,INSTITUT SAINT-LOUIS,019-32 24 84,LIEGE,60,,42,2417,C.E.F.A. troisième degré cinquième professionnel qualification,"1,73316666908633E+018",VENDEUR/VENDEUSE,Libre confessionnel,4300 - WAREMME - WAREMME,185862,R D3 5 P,185862
1 D2 3 P,2014-09-01,Rue de Huy 123 ,2419,1 D2 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE DE HESBAYE,04-279 66 00,LIEGE,50,,42,2419,Type 1 deuxième degré troisième professionnel qualification,"1,73316666909262E+018",COIFFURE,Subventionné provincial,4300 - WAREMME - WAREMME,187920,1 D2 3 P,187920
1 D2 3 G,2014-09-01,Rue de Sesselich 83 ,2460,1 D2 G,9999-12-31,ATHENEE ROYAL ARLON,063-24 50 20,LUXEMBOURG,49,,39,2460,Type 1 deuxième degré troisième général transition,"1,73316666909681E+018",EDUCATION TECHNIQUE ET TECHNOLOGIQUE,WBE,6700 - ARLON - ARLON,142,1 D2 3 G,142
1 D2 3 G,2014-09-01,Rue Joseph Netzer 21 ,2461,1 D2 G,9999-12-31,Institut Notre-Dame - 2e et 3e degrés,063-24 52 10,LUXEMBOURG,49,,39,2461,Type 1 deuxième degré troisième général transition,"1,7331666691031E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,6700 - ARLON - ARLON,188024,1 D2 3 G,188024
1 D2 3 G,2014-09-01,Rue de Bastogne 33 ,2462,1 D2 G,9999-12-31,INSTITUT SAINTE-MARIE - ENSEIGNEMENT SECONDAIRE,063-43 01 73,LUXEMBOURG,49,,39,2462,Type 1 deuxième degré troisième général transition,"1,73316666911149E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,6700 - ARLON - ARLON,187977,1 D2 3 G,187977
1 D2 3 P,2014-09-01,Rue de Neufchâteau 69 ,2465,1 D2 P,9999-12-31,INSTITUT CARDIJN LORRAINE - ENSEIGNEMENT TECHNIQUE ET PROFESSIONNEL,063-24 28 50,LUXEMBOURG,50,,42,2465,Type 1 deuxième degré troisième professionnel qualification,"1,73316666911778E+018",ELECTRICITE,Libre confessionnel,6700 - ARLON - ARLON,188085,1 D2 3 P,188085
R D2 3 P,2014-09-01,Chemin de Weyler 2 ,2467,R D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE ETIENNE LENOIR,063-23 02 20,LUXEMBOURG,53,,42,2467,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666912827E+018",CUISINE ET SALLE,WBE,6700 - ARLON - ARLON,4032,R D2 3 P,4032
1 D2 3 G,2014-09-01,Rue Luttgens 10 ,2487,1 D2 G,9999-12-31,INSTITUT CARDIJN LORRAINE - ENSEIGNEMENT GENERAL,063-38 12 20,LUXEMBOURG,49,,39,2487,Type 1 deuxième degré troisième général transition,"1,73316666913666E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,6791 - AUBANGE - ATHUS,188145,1 D2 3 G,188145
1 D2 3 G,2014-09-01,Rue Neuve 32 ,2490,1 D2 G,9999-12-31,ATHENEE ROYAL ATHUS,063-38 02 70,LUXEMBOURG,49,,39,2490,Type 1 deuxième degré troisième général transition,"1,7331666691419E+018",LANGUE MODERNE II ALLEMAND,WBE,6791 - AUBANGE - ATHUS,3833,1 D2 3 G,3833
R D2 3 P,2014-09-01,Avenue de la Gare 12 ,2506,R D2 P,9999-12-31,ATHENEE ROYAL DE BASTOGNE - HOUFFALIZE,061-68 02 04,LUXEMBOURG,53,,42,2506,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666914505E+018",CUISINE ET SALLE,WBE,6600 - BASTOGNE - BASTOGNE,1102,R D2 3 P,1102
1 D2 3 G,2014-09-01,Rue Piconrue 6 ,2508,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME SEMINAIRE 2e et 3e DEGRES,061-24 06 30,LUXEMBOURG,49,,39,2508,Type 1 deuxième degré troisième général transition,"1,73316666915239E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6600 - BASTOGNE - BASTOGNE,188231,1 D2 3 G,188231
1 D2 3 P,2014-09-01,Rue des Remparts 57 ,2509,1 D2 P,9999-12-31,INSTITUT COMMUNAL D'ENSEIGNEMENT TECHNIQUE,061-21 14 44,LUXEMBOURG,50,,42,2509,Type 1 deuxième degré troisième professionnel qualification,"1,73316666916287E+018",MECANIQUE POLYVALENTE,Subventionné communal,6600 - BASTOGNE - BASTOGNE,188201,1 D2 3 P,188201
1 D2 3 G,2014-09-01,Rue des Chars-à-Boeufs 12 ,2541,1 D2 G,9999-12-31,INSTITUT DU SACRE-COEUR,080-21 62 08,LUXEMBOURG,49,,39,2541,Type 1 deuxième degré troisième général transition,"1,73316666916812E+018",LANGUE MODERNE I ALLEMAND,Libre confessionnel,6690 - VIELSALM - VIELSALM,188394,1 D2 3 G,188394
1 D2 3 G,2014-09-01,Les Grands Champs 18A ,2544,1 D2 G,9999-12-31,ATHENEE ROYAL VIELSALM - MANHAY,080-29 26 70,LUXEMBOURG,49,,39,2544,Type 1 deuxième degré troisième général transition,"1,73316666917021E+018",LANGUE MODERNE II ALLEMAND,WBE,6690 - VIELSALM - VIELSALM,3874,1 D2 3 G,3874
1 D2 3 G,2014-09-01,En Charotte 28 ,2563,1 D2 G,9999-12-31,INSTITUT DU SACRE-COEUR,086-21 11 01,LUXEMBOURG,49,,39,2563,Type 1 deuxième degré troisième général transition,"1,73316666917755E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6940 - DURBUY - BARVAUX-SUR-OURTHE,188419,1 D2 3 G,188419
1 D2 3 G,2014-09-01,Rue des Evêts 4 ,2586,1 D2 G,9999-12-31,ATHENEE ROYAL DE LA ROCHE-EN-ARDENNE,084-41 12 62,LUXEMBOURG,49,,39,2586,Type 1 deuxième degré troisième général transition,"1,73316666917965E+018",LANGUE MODERNE II ANGLAIS,WBE,6980 - LA ROCHE-EN-ARDENNE - LA ROCHE-EN-ARDENNE,1815,1 D2 3 G,1815
1 D2 3 G,2014-09-01,Vieille route de Beausaint 22 ,2587,1 D2 G,9999-12-31,Institut Saint-Joseph - Sacré-Coeur,084-41 14 02,LUXEMBOURG,49,,39,2587,Type 1 deuxième degré troisième général transition,"1,73316666918699E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6980 - LA ROCHE-EN-ARDENNE - LA ROCHE-EN-ARDENNE,188439,1 D2 3 G,188439
1 D2 3 G,2014-09-01,Avenue de la Toison d'Or 71 ,2593,1 D2 G,9999-12-31,ATHENEE ROYAL MARCHE-BOMAL,084-32 04 60,LUXEMBOURG,49,,39,2593,Type 1 deuxième degré troisième général transition,"1,73316666919118E+018",LANGUE MODERNE II ANGLAIS,WBE,6900 - MARCHE-EN-FAMENNE - MARCHE-EN-FAMENNE,760,1 D2 3 G,760
1 D2 3 P,2014-09-01,Rue Américaine 28 ,2596,1 D2 P,9999-12-31,INSTITUT SAINT-ROCH,084-32 01 50,LUXEMBOURG,50,,42,2596,Type 1 deuxième degré troisième professionnel qualification,"1,73316666919748E+018",ELECTRICITE,Libre confessionnel,6900 - MARCHE-EN-FAMENNE - MARCHE-EN-FAMENNE,188464,1 D2 3 P,188464
1 D2 3 G,2014-09-01,Rue Américaine 28 ,2600,1 D2 G,9999-12-31,INSTITUT SAINT-LAURENT,084-32 01 80,LUXEMBOURG,49,,39,2600,Type 1 deuxième degré troisième général transition,"1,73316666920901E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6900 - MARCHE-EN-FAMENNE - MARCHE-EN-FAMENNE,188518,1 D2 3 G,188518
1 D2 3 G,2014-09-01,Rue de Burhaimont 11 ,2626,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME,061-41 00 10,LUXEMBOURG,49,,39,2626,Type 1 deuxième degré troisième général transition,"1,7331666692132E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6880 - BERTRIX - BERTRIX,188555,1 D2 3 G,188555
1 D2 3 G,2014-09-01,Rue du Collège 35 ,2636,1 D2 G,9999-12-31,ATHENEE ROYAL DE BOUILLON - PALISEUL,061-46 72 92,LUXEMBOURG,49,,39,2636,Type 1 deuxième degré troisième général transition,"1,7331666692174E+018",LANGUE MODERNE II ANGLAIS,WBE,6830 - BOUILLON - BOUILLON,1188,1 D2 3 G,1188
1 D2 3 G,2014-09-01,Rue Georges Lorand 3 ,2637,1 D2 G,9999-12-31,INSTITUT SAINTE-MARIE,061-46 63 79,LUXEMBOURG,49,,39,2637,Type 1 deuxième degré troisième général transition,"1,73316666922369E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6830 - BOUILLON - BOUILLON,188588,1 D2 3 G,188588
1 D2 3 G,2014-09-01,Avenue de la Victoire 28 ,2665,1 D2 G,9999-12-31,ATHENEE ROYAL DE NEUFCHATEAU - BERTRIX,061-27 72 02,LUXEMBOURG,49,,39,2665,Type 1 deuxième degré troisième général transition,"1,73316666922579E+018",LANGUE MODERNE II ANGLAIS,WBE,6840 - NEUFCHATEAU - NEUFCHATEAU,260,1 D2 3 G,260
1 D2 3 G,2014-09-01,Place du Château 3 ,2667,1 D2 G,9999-12-31,INSTITUT SAINT-MICHEL,061-27 71 64,LUXEMBOURG,49,,39,2667,Type 1 deuxième degré troisième général transition,"1,73316666923208E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6840 - NEUFCHATEAU - NEUFCHATEAU,188651,1 D2 3 G,188651
1 D2 3 G,2014-09-01,Avenue Arthur Tagnon 1 ,2680,1 D2 G,9999-12-31,INSTITUT SAINT-JOSEPH,061-53 01 00,LUXEMBOURG,49,,39,2680,Type 1 deuxième degré troisième général transition,"1,73316666923522E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6850 - PALISEUL - CARLSBOURG,188615,1 D2 3 G,188615
1 D2 3 G,2014-09-01,Rue de Han 1 ,2693,1 D2 G,9999-12-31,COLLEGE D'ALZON,084-36 02 80,LUXEMBOURG,49,,39,2693,Type 1 deuxième degré troisième général transition,"1,73316666923942E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6927 - TELLIN - BURE,188169,1 D2 3 G,188169
1 D2 3 P,2014-09-01,Rue de Bonance 11 ,2710,1 D2 P,9999-12-31,INSTITUT SAINT-JOSEPH - ECOLE TECHNIQUE BERTRIX,061-23 06 50,LUXEMBOURG,50,,42,2710,Type 1 deuxième degré troisième professionnel qualification,"1,73316666924466E+018",MECANIQUE POLYVALENTE,Libre confessionnel,6800 - LIBRAMONT-CHEVIGNY - LIBRAMONT,188295,1 D2 3 P,188295
R D2 3 P,2014-09-01,Avenue Herbofin 39 ,2712,R D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE CENTRE ARDENNE,061-23 05 00,LUXEMBOURG,53,,42,2712,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666924886E+018",CUISINE ET SALLE,WBE,6800 - LIBRAMONT-CHEVIGNY - LIBRAMONT,6,R D2 3 P,6
1 D2 3 G,2014-09-01,Rue de l'Institut 47 ,2721,1 D2 G,9999-12-31,ATHENEE ROYAL GERMAIN ET GILBERT GILSON,061-31 24 55,LUXEMBOURG,49,,39,2721,Type 1 deuxième degré troisième général transition,"1,73316666926144E+018",LANGUE MODERNE II ALLEMAND,WBE,6810 - CHINY - IZEL,3930,1 D2 3 G,3930
