RESEAU,NUMERO_FASE_PO,NOM_PO,ADRS_PO,CP_LOC_COM_PO,NUMERO_FASE_ETAB,NOM_ETAB,ADRS_ETAB,CP_LOC_COM_ETAB,PROV_ETAB,CARACTERE,CONFESSION,QUALITE_DIRECTEUR_ETAB,NOM_DIRECTEUR_ETAB,PRENOM_DIRECTEUR_ETAB,NUMERO_FASE_IMPL,DT_DEBUT,DT_FIN,NOM_IMPL,ADRS_IMPL,CP_LOC_COM_IMPL,UNITE,NUMERO_FASE_IMPL_ETAB
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,2460,ATHENEE ROYAL ARLON,Rue de Sesselich 83 ,6700 - ARLON - ARLON,LUXEMBOURG                                                  ,Non confessionnel                                 ,,Monsieur                                                                                            ,Jaspar                        ,Christophe                    ,4956,1900-01-01,,4956,Rue de Sesselich 83 ,6700 - ARLON - ARLON,Secondaire ordinaire                                        ,4956-2460
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,778,ATHENEE ROYAL ATH,Rue des Récollets 9 ,7800 - ATH - ATH,HAINAUT                                                     ,Non confessionnel                                 ,,Madame                                                                                              ,Naessens                      ,Stéphanie                     ,1388,1900-01-01,,1388,Rue des Récollets 9 ,7800 - ATH - ATH,Secondaire ordinaire                                        ,1388-778
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,2490,ATHENEE ROYAL ATHUS,Rue Neuve 32 ,6791 - AUBANGE - ATHUS,LUXEMBOURG                                                  ,Non confessionnel                                 ,,Madame                                                                                              ,Lannoy                        ,Catherine                     ,5015,1900-01-01,,5015,Rue Neuve 32 ,6791 - AUBANGE - ATHUS,Secondaire ordinaire                                        ,5015-2490
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,539,ATHENEE ROYAL CROMMELYNCK,Avenue Orban 73 ,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,BRUXELLES-CAPITALE                                          ,Non confessionnel                                 ,,Monsieur                                                                                            ,Mellouli                      ,Abed                          ,971,1900-01-01,,971,Avenue Orban 73 ,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,Secondaire ordinaire                                        ,971-539
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,1826,ATHENEE ROYAL D'ANS,Rue Georges Truffaut 37 ,4432 - ANS - ALLEUR,LIEGE                                                       ,Non confessionnel                                 ,,Madame                                                                                              ,Fuda                          ,Maria                         ,3634,1900-01-01,,3634,Rue Georges Truffaut 37 ,4432 - ANS - ALLEUR,Secondaire ordinaire                                        ,3634-1826
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,1826,ATHENEE ROYAL D'ANS,Rue Georges Truffaut 37 ,4432 - ANS - ALLEUR,LIEGE                                                       ,Non confessionnel                                 ,,Madame                                                                                              ,Fuda                          ,Maria                         ,10278,2013-09-01,,10278,Rue Georges Truffaut 37 ,4432 - ANS - ALLEUR,Secondaire CEFA                                             ,10278-1826
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,60,ATHENEE ROYAL D'AUDERGHEM,Avenue du Parc de Woluwe 25-27 ,1160 - AUDERGHEM - AUDERGHEM,BRUXELLES-CAPITALE                                          ,Non confessionnel                                 ,,Monsieur                                                                                            ,Cazzaro                       ,Jean-Pierre                   ,103,1900-01-01,,103,Avenue du Parc de Woluwe 27 ,1160 - AUDERGHEM - AUDERGHEM,Secondaire ordinaire                                        ,103-60
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,60,ATHENEE ROYAL D'AUDERGHEM,Avenue du Parc de Woluwe 25-27 ,1160 - AUDERGHEM - AUDERGHEM,BRUXELLES-CAPITALE                                          ,Non confessionnel                                 ,,Monsieur                                                                                            ,Cazzaro                       ,Jean-Pierre                   ,911,2011-09-01,,911,Rue de la Bergerette  ,1170 - WATERMAEL-BOITSFORT - WATERMAEL-BOITSFORT,Secondaire ordinaire                                        ,911-60
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,1371,ATHENEE ROYAL D'ENGHIEN,Rue Montgomery 73 ,7850 - ENGHIEN - ENGHIEN,HAINAUT                                                     ,Non confessionnel                                 ,,Madame                                                                                              ,Cambier                       ,France                        ,2759,1900-01-01,,2759,Rue Montgomery 73 ,7850 - ENGHIEN - ENGHIEN,Secondaire ordinaire                                        ,2759-1371
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,1371,ATHENEE ROYAL D'ENGHIEN,Rue Montgomery 73 ,7850 - ENGHIEN - ENGHIEN,HAINAUT                                                     ,Non confessionnel                                 ,,Madame                                                                                              ,Cambier                       ,France                        ,8458,2008-09-01,,8458,Rue Montgomery 73 ,7850 - ENGHIEN - ENGHIEN,Secondaire CEFA                                             ,8458-1371
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,1870,ATHENEE ROYAL D'ESNEUX,Rue de l'Athénée 6 ,4130 - ESNEUX - ESNEUX,LIEGE                                                       ,Non confessionnel                                 ,,Madame                                                                                              ,Lincé                         ,Brigitte                      ,3722,1900-01-01,,3722,Rue de l'Athénée 6 ,4130 - ESNEUX - ESNEUX,Secondaire ordinaire                                        ,3722-1870
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,231,ATHENEE ROYAL D'EVERE,Avenue Constant Permeke 2 ,1140 - EVERE - EVERE,BRUXELLES-CAPITALE                                          ,Non confessionnel                                 ,,Monsieur                                                                                            ,Gourlé                        ,Marc                          ,371,1900-01-01,2003-08-31,371,Rue de la Croix 40 ,1050 - IXELLES - IXELLES,Secondaire ordinaire                                        ,371-231
WBE                                                         ,478,Wallonie-Bruxelles Enseignement,Boulevard Léopold II 44 ,1080 - MOLENBEEK-SAINT-JEAN - MOLENBEEK-SAINT-JEAN,231,ATHENEE ROYAL D'EVERE,Avenue Constant Permeke 2 ,1140 - EVERE - EVERE,BRUXELLES-CAPITALE                                          ,Non confessionnel                                 ,,Monsieur                                                                                            ,Gourlé                        ,Marc                          ,372,1900-01-01,,372,Av des Anciens Combattants 202 ,1140 - EVERE - EVERE,Secondaire ordinaire                                        ,372-231
