"NS_PE_ID","NS_HABI_ID","CO_PE_ETAB","TE_OPTION","NS_OBJ_ACA_ID_APP"
412,172,UCL114,"Master en sociologie, à finalité didactique",3393
415,173,UCL117,"Master en anthropologie, à finalité approfondie",3393
416,173,UCL118,"Master en anthropologie, à finalité didactique",3393
419,174,UCL121,"Master en sciences du travail, à finalité spécialisée",3393
420,175,UCL122,Master en sciences du travail,3393
421,176,UCL123,"Master en sciences de la population et du développement, à finalité spécialisée:démographie",3393
422,176,UCL124,"Master en sciences de la population et du développement, à finalité spécialisée:développement",3393
423,177,UCL125,Master de spécialisation en action humanitaire internationale,3393
424,178,UCL126,Bachelier en droit,3393
425,179,UCL127,"Master en droit, à finalité spécialisée : justice civile et pénale ",3393
426,179,UCL128,"Master en droit, à finalité spécialisée : droit européen",3393
427,179,UCL129,"Master en droit, à finalité spécialisée : droit de l'entreprise",3393
428,179,UCL130,"Master en droit, à finalité spécialisée : Etat et Europe",3393
432,179,UCL134,"Master en droit, à finalité spécialisée : droit transnational comparé et étranger",3393
433,316,UCL135,"Master en droit, à finalité spécialisée",3393
434,181,UCL136,Master de spécialisation en droit européen,3393
435,182,UCL137,Master de spécialisation en droit fiscal,3393
436,183,UCL138,Master de spécialisation en droit international,3393
437,184,UCL139,Master de spécialisation en notariat,3393
438,185,UCL140,"Master en criminologie, à finalité spécialisée ; criminologie de l'intervention",3393
439,185,UCL141,"Master en criminologie, à finalité approfondie",3393
440,186,UCL142,Bachelier en ingénieur de gestion,3393
441,187,UCL143,Bachelier en ingénieur de gestion,3393
442,188,UCL144,"Master en ingénieur de gestion, à finalité spécialisée",3393
443,189,UCL145,Bachelier en sciences économiques et de gestion,3393
444,190,UCL146,"Master en sciences économiques, orientation économétrie, à finalité approfondie",3393
445,191,UCL147,Bachelier en sciences de gestion,3393
446,192,UCL148,"Master en sciences de gestion, à finalité spécialisée",3393
447,192,UCL149,"Master en sciences de gestion, à finalité approfondie",3393
449,193,UCL151,"Master en sciences de gestion, à finalité spécialisée",3393
452,194,UCL154,Master en sciences de gestion,3393
453,195,UCL155,Master en sciences de gestion,3393
454,195,UCL156,Master en sciences de gestion,3393
455,196,UCL157,Master en gestion culturelle,3393
456,197,UCL158,"Bachelier en sciences psychologiques et de l'éducation, orientation générale",3393
457,198,UCL159,"Bachelier en sciences psychologiques et de l'éducation, orientation logopédie",3393
458,199,UCL160,"Master en sciences de l'éducation, à finalité spécialisée",3393
459,199,UCL161,"Master en sciences de l'éducation, à finalité approfondie",3393
460,200,UCL162,"Master en logopédie, à finalité spécialisée",3393
461,201,UCL163,"Master en sciences psychologiques, à finalité spécialisée",3393
462,201,UCL164,"Master en sciences psychologiques, à finalité approfondie",3393
463,202,UCL165,"Master en sciences de la famille et de la sexualité, à finalité spécialisée en sexologie",3393
464,202,UCL166,"Master en sciences de la famille et de la sexualité, à finalité spécialisée : Approche interdisciplinaire de la famille et du couple",3393
465,203,UCL167,Master de spécialisation en cliniques psycho-thérapeutiques intégrées,3393
466,204,UCL168,Bachelier en médecine,3393
467,205,UCL169,"Médecin, à finalité spécialisée",3393
471,206,UCL173,Master de spécialisation en anatomie pathologique,3393
472,207,UCL174,Master de spécialisation en anesthésie-réanimation,3393
474,209,UCL176,Master de spécialisation en cardiologie,3393
475,210,UCL177,Master de spécialisation en chirurgie,3393
476,211,UCL178,Master de spécialisation en chirurgie orthopédique,3393
477,212,UCL179,"Master de spécialisation en chirurgie plastique, reconstructrice et esthétique",3393
478,213,UCL180,Master de spécialisation en dermato-vénéréologie,3393
479,214,UCL181,Master de spécialisation en gastro-entérologie,3393
480,215,UCL182,Master de spécialisation en gériatrie,3393
481,216,UCL183,Master de spécialisation en gynécologie-obstétrique,3393
482,217,UCL184,Master de spécialisation en médecine aigüe,3393
483,218,UCL185,Master de spécialisation en médecine d'urgence,3393
484,219,UCL186,Master de spécialisation en médecine du travail,3393
485,220,UCL187,Master de spécialisation en médecine interne,3393
486,221,UCL188,Master de spécialisation en médecine générale,3393
487,222,UCL189,Master de spécialisation en médecine légale,3393
488,223,UCL190,Master de spécialisation en médecine nucléaire,3393
489,224,UCL191,Master de spécialisation en médecine physique et en réadaptation,3393
490,225,UCL192,Master de spécialisation en neurochirurgie,3393
491,226,UCL193,Master de spécialisation en neurologie,3393
492,227,UCL194,Master de spécialisation en oncologie médicale,3393
493,228,UCL195,Master de spécialisation en ophtalmologie,3393
494,229,UCL196,Master de spécialisation en oto-rhino-laryngologie,3393
495,230,UCL197,Master de spécialisation en pédiatrie,3393
496,231,UCL198,Master de spécialisation en pneumologie,3393
497,232,UCL199,"Master de spécialisation en psychiatrie, orientation psychiatrie de l'adulte",3393
498,233,UCL200,"Master de spécialisation en psychiatrie, orientation psychiatrie infanto juvénile",3393
499,234,UCL201,Master de spécialisation en radiodiagnostic,3393
500,235,UCL202,Master de spécialisation en radiothérapie-oncologie,3393
501,236,UCL203,Master de spécialisation en rhumatologie,3393
502,237,UCL204,Master de spécialisation en stomatologie,3393
503,238,UCL205,Master de spécialisation en urologie,3393
504,239,UCL206,Bachelier en médecine vétérinaire,3393
505,240,UCL207,Bachelier en sciences dentaires,3393
506,241,UCL208,"Master en sciences dentaires, à finalité spécialisée",3393
507,242,UCL209,Master de spécialisation en dentisterie générale,3393
508,243,UCL210,Master de spécialisation en orthodontie,3393
509,244,UCL211,Master de spécialisation en parodontologie,3393
510,245,UCL212,Bachelier en sciences biomédicales,3393
511,246,UCL213,"Master en sciences biomédicales, à finalité spécialisée : nutrition humaine",3393
512,246,UCL214,"Master en sciences biomédicales, à finalité spécialisée : toxicologie",3393
513,246,UCL215,"Master en sciences biomédicales, à finalité spécialisée : sciences biomédicales cliniques",3393
514,246,UCL216,"Master en sciences biomédicales, à finalité approfondie",3393
515,246,UCL217,Master en sciences biomédicales,3393
516,247,UCL218,Bachelier en sciences pharmaceutiques,3393
517,248,UCL219,"Master en sciences pharmaceutiques, à finalité spécialisée",3393
518,248,UCL220,"Master en sciences pharmaceutiques, à finalité approfondie",3393
520,250,UCL222,Master de spécialisation en pharmacie hospitalière,3393
521,251,UCL223,"Master en sciences de la santé publique, à finalité spécialisée",3393
522,252,UCL224,"Bachelier en sciences de la motricité, orientation générale",3393
524,253,UCL226,"Master en sciences de la motricité, orientation générale, à finalité spécialisée : kinésithérapie musculo-squelettique",3393
525,253,UCL227,"Master en sciences de la motricité, orientation générale, à finalité approfondie",3393
526,254,UCL228,"Master en sciences de la motricité, orientation éducation physique, à finalité spécialisée : management des organisations sportives",3393
528,254,UCL230,"Master en sciences de la motricité, orientation éducation physique, à finalité didactique",3393
529,255,UCL231,Bachelier en kinésithérapie et réadaptation,3393
530,256,UCL232,Master en kinésithérapie et réadaptation,3393
531,257,UCL233,Bachelier en sciences biologiques,3393
532,258,UCL234,Master en sciences biologiques ,3393
533,259,UCL235,"Master en biochimie et biologie moléculaire et cellulaire, à finalité spécialisée : biotechnologie",3393
534,259,UCL236,"Master en biochimie et biologie moléculaire et cellulaire, à finalité approfondie",3393
535,259,UCL237,"Master en biochimie et biologie moléculaire et cellulaire, à finalité didactique",3393
536,260,UCL238,Master en bioinformatique et modélisation,3393
537,261,UCL239,Bachelier en sciences chimiques,3393
538,262,UCL240,"Master en sciences chimiques, à finalité spécialisée : chimie de l'industrie",3393
539,262,UCL241,"Master en sciences chimiques, à finalité approfondie",3393
540,262,UCL242,"Master en sciences chimiques, à finalité didactique",3393
541,263,UCL243,Master en sciences chimiques,3393
542,264,UCL244,"Master en sciences  des données, orientation statistique, à finalité spécialisée ",3393
543,265,UCL245,"Master en sciences  des données, orientation technologies de l'information, à finalité spécialisée ",3393
544,266,UCL246,Bachelier en sciences géologiques,3393
545,267,UCL247,Master en sciences géologiques,3393
546,268,UCL248,"Bachelier en sciences géographiques, orientation générale",3393
547,269,UCL249,"Master en sciences géographiques, orientation climatologie, à finalité approfondie",3393
548,270,UCL250,"Master en sciences géographiques, orientation générale, à finalité didactique",3393
549,270,UCL251,"Master en sciences géographiques, orientation générale, à finalité approfondie",3393
550,271,UCL252,"Master en sciences géographiques, orientation générale",3393
552,273,UCL254,Master en sciences et gestion de l'environnement,3393
553,274,UCL255,Bachelier en sciences informatiques,3393
554,275,UCL256,"Master en sciences informatiques, à finalité spécialisée",3393
555,276,UCL257,Master en sciences informatiques,3393
556,277,UCL258,Bachelier en sciences mathématiques,3393
557,278,UCL259,"Master en sciences mathématiques, à finalité approfondie",3393
558,278,UCL260,"Master en sciences mathématiques, à finalité didactique",3393
559,279,UCL261,Master en sciences mathématiques,3393
560,280,UCL262,"Master en statistiques, orientation générale, à finalité approfondie",3393
